code,description,unit,price
PVCFMR230002500,"PVC Reducing socket, female thread 3"" x 2.1/2"" PVCFMR230002500",each,285.23
PVCFMR240003000,"PVC Reducing socket, female thread 4"" x 3"" PVCFMR240003000",each,398.55
PVCFRI210000500,"PVC Reducing bush, male-female thread 1"" x 1/2"" PVCFRI210000500",each,22.91
PVCFRI210000750,"PVC Reducing bush, male-female thread 1"" x 3/4"" PVCFRI210000750",each,22.91
PVCFRI205000375,"PVC Reducing bush, male-female thread 1/2"" x 3/8"" PVCFRI205000375",each,20.35
PVCFRI210000375,"PVC Reducing bush, male-female thread 1"" x 3/8"" PVCFRI210000375",each,23.44
PVCFRI212501000,"PVC Reducing bush, male-female thread 1.1/4"" x 1"" PVCFRI212501000",each,33.87
PVCFRI215001000,"PVC Reducing bush, male-female thread 1.1/2"" x 1"" PVCFRI215001000",each,43.26
PVCFRI212500500,"PVC Reducing bush, male-female thread 1.1/4"" x 1/2"" PVCFRI212500500",each,33.87
PVCFRI215000500,"PVC Reducing bush, male-female thread 1.1/2"" x 1/2"" PVCFRI215000500",each,91.17
PVCFRI212500750,"PVC Reducing bush, male-female thread 1.1/4"" x 3/4"" PVCFRI212500750",each,33.87
PVCFRI215000750,"PVC Reducing bush, male-female thread 1.1/2"" x 3/4"" PVCFRI215000750",each,43.26
PVCFRI215001250,"PVC Reducing bush, male-female thread 1.1/2"" x 1.1/4"" PVCFRI215001250",each,44.28
PVCFRI220001000,"PVC Reducing bush, male-female thread 2"" x 1"" PVCFRI220001000",each,58.55
PVCFRI220001500,"PVC Reducing bush, male-female thread 2"" x 1.1/2"" PVCFRI220001500",each,59.91
PVCFRI220001250,"PVC Reducing bush, male-female thread 2"" x 1.1/4"" PVCFRI220001250",each,59.91
PVCFRI225001500,"PVC Reducing bush, male-female thread 2.1/2"" x 1.1/2"" PVCFRI225001500",each,138.06
PVCFRI225002000,"PVC Reducing bush, male-female thread 2.1/2"" x 2"" PVCFRI225002000",each,138.06
PVCFRI225001250,"PVC Reducing bush, male-female thread 2.1/2"" x 1.1/4"" PVCFRI225001250",each,138.06
PVCFRI207500500,"PVC Reducing bush, male-female thread 3/4"" x 1/2"" PVCFRI207500500",each,19.10
PVCFRI230001500,"PVC Reducing bush, male-female thread 3"" x 1.1/2"" PVCFRI230001500",each,183.63
PVCFRI230002000,"PVC Reducing bush, male-female thread 3"" x 2"" PVCFRI230002000",each,183.63
PVCFRI230002500,"PVC Reducing bush, male-female thread 3"" x 2.1/2"" PVCFRI230002500",each,183.63
PVCFRI207500375,"PVC Reducing bush, male-female thread 3/4"" x 3/8"" PVCFRI207500375",each,20.83
PVCFRI240002000,"PVC Reducing bush, male-female thread 4"" x 2"" PVCFRI240002000",each,300.86
PVCFRI240002500,"PVC Reducing bush, male-female thread 4"" x 2.1/2"" PVCFRI240002500",each,300.86
PVCFRI240003000,"PVC Reducing bush, male-female thread 4"" x 3"" PVCFRI240003000",each,300.86
PVCFMG205000750,"PVC Enlarging adaptor, male-female thread 1/2"" x 3/4"" PVCFMG205000750",each,36.48
PVCFMG212501500,"PVC Enlarging adaptor, male-female thread 1.1/4"" x 1.1/2"" PVCFMG212501500",each,48.20
PVCFMG215002000,"PVC Enlarging adaptor, male-female thread 1.1/2"" x 2"" PVCFMG215002000",each,63.83
PVCFMG220002500,"PVC Enlarging adaptor, male-female thread 2"" x 2.1/2"" PVCFMG220002500",each,132.85
PVCFMG225003000,"PVC Enlarging adaptor, male-female thread 2.1/2"" x 3"" PVCFMG225003000",each,169.33
PVCFMG207501000,"PVC Enlarging adaptor, male-female thread 3/4"" x 1"" PVCFMG207501000",each,38.18
PVCFMG203750500,"PVC Enlarging adaptor, male-female thread 3/8"" x 1/2"" PVCFMG203750500",each,44.28
PVCFMG230004000,"PVC Enlarging adaptor, male-female thread 3"" x 4"" PVCFMG230004000",each,291.76
PVCFGO21000,"PVC 90° elbow, female thread 1"" PVCFGO21000",each,29.26
PVCFGO20500,"PVC 90° elbow, female thread 1/2"" PVCFGO20500",each,19.09
PVCFGO21500,"PVC 90° elbow, female thread 1.1/2"" PVCFGO21500",each,72.93
PVCFGO21250,"PVC 90° elbow, female thread 1.1/4"" PVCFGO21250",each,48.20
PVCFGO22000,"PVC 90° elbow, female thread 2"" PVCFGO22000",each,102.89
PVCFGO22500,"PVC 90° elbow, female thread 2.1/2"" PVCFGO22500",each,257.89
PVCFGO23000,"PVC 90° elbow, female thread 3"" PVCFGO23000",each,355.57
PVCFGO20750,"PVC 90° elbow, female thread 3/4"" PVCFGO20750",each,26.73
PVCFGO20375,"PVC 90° elbow, female thread 3/8"" PVCFGO20375",each,24.74
PVCFGO24000,"PVC 90° elbow, female thread 4"" PVCFGO24000",each,575.69
PVCFTI21000,"PVC 90° tee, female thread 1"" PVCFTI21000",each,38.18
PVCFTI20500,"PVC 90° tee, female thread 1/2"" PVCFTI20500",each,23.44
PVCFTI21500,"PVC 90° tee, female thread 1.1/2"" PVCFTI21500",each,87.26
PVCFTI21250,"PVC 90° tee, female thread 1.1/4"" PVCFTI21250",each,54.72
PVCFTI22000,"PVC 90° tee, female thread 2"" PVCFTI22000",each,119.63
PVCFTI22500,"PVC 90° tee, female thread 2.1/2"" PVCFTI22500",each,319.11
PVCFTI23000,"PVC 90° tee, female thread 3"" PVCFTI23000",each,403.76
PVCFTI20750,"PVC 90° tee, female thread 3/4"" PVCFTI20750",each,29.95
PVCFTI20375,"PVC 90° tee, female thread 3/8"" PVCFTI20375",each,29.95
PVCFTI24000,"PVC 90° tee, female thread 4"" PVCFTI24000",each,709.84
PVCFCA21000,"PVC Cap, female thread 1"" PVCFCA21000",each,28.67
PVCFCA20500,"PVC Cap, female thread 1/2"" PVCFCA20500",each,20.84
PVCFCA21500,"PVC Cap, female thread 1.1/2"" PVCFCA21500",each,45.59
PVCFCA21250,"PVC Cap, female thread 1.1/4"" PVCFCA21250",each,37.77
PVCFCA22000,"PVC Cap, female thread 2"" PVCFCA22000",each,62.51
PVCFCA22500,"PVC Cap, female thread 2.1/2"" PVCFCA22500",each,208.40
PVCFCA23000,"PVC Cap, female thread 3"" PVCFCA23000",each,269.61
PVCFCA20750,"PVC Cap, female thread 3/4"" PVCFCA20750",each,24.17
PVCFCA20375,"PVC Cap, female thread 3/8"" PVCFCA20375",each,26.05
PVCFCA24000,"PVC Cap, female thread 4"" PVCFCA24000",each,378.28
PVCFBO21000,"PVC Union, female thread 1"" PVCFBO21000",each,103.08
PVCFBO20500,"PVC Union, female thread 1/2"" PVCFBO20500",each,71.64
PVCFBO21500,"PVC Union, female thread 1.1/2"" PVCFBO21500",each,171.92
PVCFBO21250,"PVC Union, female thread 1.1/4"" PVCFBO21250",each,123.73
PVCFBO22000,"PVC Union, female thread 2"" PVCFBO22000",each,237.04
PVCFBO22500,"PVC Union, female thread 2.1/2"" PVCFBO22500",each,661.63
PVCFBO23000,"PVC Union, female thread 3"" PVCFBO23000",each,709.84
PVCFBO20750,"PVC Union, female thread 3/4"" PVCFBO20750",each,80.75
PVCFBO20375,"PVC Union, female thread 3/8"" PVCFBO20375",each,89.88
PVCFBO24000,"PVC Union, female thread 4"" PVCFBO24000",each,808.83
PVCFNI21000,"PVC Nipple, male thread 1"" PVCFNI21000",each,25.85
PVCFNI20500,"PVC Nipple, male thread 1/2"" PVCFNI20500",each,18.71
PVCFNI21500,"PVC Nipple, male thread 1.1/2"" PVCFNI21500",each,36.90
PVCFNI21250,"PVC Nipple, male thread 1.1/4"" PVCFNI21250",each,33.10
PVCFNI22000,"PVC Nipple, male thread 2"" PVCFNI22000",each,53.47
PVCFNI22500,"PVC Nipple, male thread 2.1/2"" PVCFNI22500",each,153.68
PVCFNI23000,"PVC Nipple, male thread 3"" PVCFNI23000",each,195.38
PVCFNI20750,"PVC Nipple, male thread 3/4"" PVCFNI20750",each,19.96
PVCFNI20375,"PVC Nipple, male thread 3/8"" PVCFNI20375",each,22.15
PVCFNI24000,"PVC Nipple, male thread 4"" PVCFNI24000",each,306.09
PVCFNR210000750,"PVC Reducing nipple, male thread 1"" x 3/4"" PVCFNR210000750",each,36.90
PVCFNR205000375,"PVC Reducing nipple, male thread 1/2"" x 3/8"" PVCFNR205000375",each,33.24
PVCFNR212501000,"PVC Reducing nipple, male thread 1.1/4"" x 1"" PVCFNR212501000",each,48.20
PVCFNR215001250,"PVC Reducing nipple, male thread 1.1/2"" x 1.1/4"" PVCFNR215001250",each,61.20
PVCFNR220001500,"PVC Reducing nipple, male thread 2"" x 1.1/2"" PVCFNR220001500",each,88.56
PVCFNR225002000,"PVC Reducing nipple, male thread 2.1/2"" x 2"" PVCFNR225002000",each,169.33
PVCFNR207500500,"PVC Reducing nipple, male thread 3/4"" x 1/2"" PVCFNR207500500",each,31.82
PVCFNR230002500,"PVC Reducing nipple, male thread 3"" x 2.1/2"" PVCFNR230002500",each,205.78
PVCFNR240003000,"PVC Reducing nipple, male thread 4"" x 3"" PVCFNR240003000",each,311.30
PVCFTA21000,"PVC Plug, male thread 1"" PVCFTA21000",each,23.44
PVCFTA20500,"PVC Plug, male thread 1/2"" PVCFTA20500",each,15.27
PVCFTA21500,"PVC Plug, male thread 1.1/2"" PVCFTA21500",each,36.48
PVCFTA21250,"PVC Plug, male thread 1.1/4"" PVCFTA21250",each,32.56
PVCFTA22000,"PVC Plug, male thread 2"" PVCFTA22000",each,50.78
PVCFTA22500,"PVC Plug, male thread 2.1/2"" PVCFTA22500",each,171.92
PVCFTA23000,"PVC Plug, male thread 3"" PVCFTA23000",each,195.38
PVCFTA20750,"PVC Plug, male thread 3/4"" PVCFTA20750",each,20.83
PVCFTA20375,"PVC Plug, male thread 3/8"" PVCFTA20375",each,19.55
PVCFTA24000,"PVC Plug, male thread 4"" PVCFTA24000",each,342.54
PVCFRCF10000750,"PVC Reducing bush, male/female thread 1"" x 3/4"" PVCFRCF10000750",each,47.09
PVCFRCF12501000,"PVC Reducing bush, male/female thread 1.1/4"" x 1"" PVCFRCF12501000",each,56.79
PVCFRCF15001250,"PVC Reducing bush, male/female thread 1.1/2"" x 1.1/4"" PVCFRCF15001250",each,73.40
PVCFRCF20001500,"PVC Reducing bush, male/female thread 2"" x 1.1/2"" PVCFRCF20001500",each,98.35
PVCFRCF25002000,"PVC Reducing bush, male/female thread 2.1/2"" x 2"" PVCFRCF25002000",each,236.87
PVCFRCF07500500,"PVC Reducing bush, male/female thread 3/4"" x 1/2"" PVCFRCF07500500",each,45.70
PVCFRCF30002500,"PVC Reducing bush, male/female thread 3"" x 2.1/2"" PVCFRCF30002500",each,326.88
PVCFRCF40003000,"PVC Reducing bush, male/female thread 4"" x 3"" PVCFRCF40003000",each,523.60
PVCFNU41000,"PVC Back nut (hexagon), female 1"" PVCFNU41000",each,91.43
PVCFNU40500,"PVC Back nut (hexagon), female 1/2"" PVCFNU40500",each,66.48
PVCFNU41500,"PVC Back nut (hexagon), female 1.1/2"" PVCFNU41500",each,131.56
PVCFNU41250,"PVC Back nut (hexagon), female 1.1/4"" PVCFNU41250",each,106.80
PVCFNU42000,"PVC Back nut (hexagon), female 2"" PVCFNU42000",each,194.07
PVCFNU42500,"PVC Back nut (hexagon), female 2.1/2"" PVCFNU42500",each,444.63
PVCFNU43000,"PVC Back nut (hexagon), female 3"" PVCFNU43000",each,601.15
PVCFNU40750,"PVC Back nut (hexagon), female 3/4"" PVCFNU40750",each,77.56
PVCFNU44000,"PVC Back nut (hexagon), female 4"" PVCFNU44000",each,825.55
PVCFFFF1000,"PVC Full face flange, BSP threaded (PN 10-16) 1"" PVCFFFF1000",each,162.05
PVCFFFF0500,"PVC Full face flange, BSP threaded (PN 10-16) 1/2"" PVCFFFF0500",each,134.35
PVCFFFF1500,"PVC Full face flange, BSP threaded (PN 10-16) 1.1/2"" PVCFFFF1500",each,319.97
PVCFFFF1250,"PVC Full face flange, BSP threaded (PN 10-16) 1.1/4"" PVCFFFF1250",each,236.87
PVCFFFF2000,"PVC Full face flange, BSP threaded (PN 10-16) 2"" PVCFFFF2000",each,386.47
PVCFFFF2500,"PVC Full face flange, BSP threaded (PN 10-16) 2.1/2"" PVCFFFF2500",each,527.74
PVCFFFF3000,"PVC Full face flange, BSP threaded (PN 10-16) 3"" PVCFFFF3000",each,644.09
PVCFFFF0750,"PVC Full face flange, BSP threaded (PN 10-16) 3/4"" PVCFFFF0750",each,146.84
PVCFFFF4000,"PVC Full face flange, BSP threaded (PN 10-16) 4"" PVCFFFF4000",each,795.09
PVCFAF300160375,"PVC Adaptor with female thread 16 mm x 3/8"" PVCFAF300160375",each,31.25
PVCFAF300200500,"PVC Adaptor with female thread 20 mm x 1/2"" PVCFAF300200500",each,32.57
PVCFAF300200750,"PVC Adaptor with female thread 20 mm x 3/4"" PVCFAF300200750",each,35.17
PVCFAF300251000,"PVC Adaptor with female thread 25 mm x 1"" PVCFAF300251000",each,40.73
PVCFAF300250500,"PVC Adaptor with female thread 25 mm x 1/2"" PVCFAF300250500",each,25.46
PVCFAF300250750,"PVC Adaptor with female thread 25 mm x 3/4"" PVCFAF300250750",each,36.90
PVCFAF300321000,"PVC Adaptor with female thread 32 mm x 1"" PVCFAF300321000",each,44.54
PVCFAF300320750,"PVC Adaptor with female thread 32 mm x 3/4"" PVCFAF300320750",each,43.27
PVCFAF300401000,"PVC Adaptor with female thread 40 mm x 1"" PVCFAF300401000",each,47.09
PVCFAF300401250,"PVC Adaptor with female thread 40 mm x 1.1/4"" PVCFAF300401250",each,47.09
PVCFAF300501500,"PVC Adaptor with female thread 50 mm x 1.1/2"" PVCFAF300501500",each,57.28
PVCFAF300502000,"PVC Adaptor with female thread 50 mm x 2"" PVCFAF300502000",each,77.64
PVCFAF300501250,"PVC Adaptor with female thread 50 mm x 1.1/4"" PVCFAF300501250",each,53.40
PVCFAF300631500,"PVC Adaptor with female thread 63 mm x 1.1/2"" PVCFAF300631500",each,106.80
PVCFAF300632000,"PVC Adaptor with female thread 63 mm x 2"" PVCFAF300632000",each,106.80
PVCFAF300752000,"PVC Adaptor with female thread 75 mm x 2"" PVCFAF300752000",each,138.06
PVCFAF300752500,"PVC Adaptor with female thread 75 mm x 2.1/2"" PVCFAF300752500",each,178.43
PVCFAF300753000,"PVC Adaptor with female thread 75 mm x 3"" PVCFAF300753000",each,199.27
PVCFAF300902500,"PVC Adaptor with female thread 90 mm x 2.1/2"" PVCFAF300902500",each,209.70
PVCFAF300903000,"PVC Adaptor with female thread 90 mm x 3"" PVCFAF300903000",each,234.45
PVCFAF300904000,"PVC Adaptor with female thread 90 mm x 4"" PVCFAF300904000",each,273.52
PVCFAF301103000,"PVC Adaptor with female thread 110 mm x 3"" PVCFAF301103000",each,285.23
PVCFAF301104000,"PVC Adaptor with female thread 110 mm x 4"" PVCFAF301104000",each,313.90
PVCFAM3001200160375,"PVC Adaptor with male thread 12 x 16 mm x 3/8"" PVCFAM3001200160375",each,22.15
PVCFAM3001600200500,"PVC Adaptor with male thread 16 x 20 mm x 1/2"" PVCFAM3001600200500",each,22.15
PVCFAM3001600200375,"PVC Adaptor with male thread 16 x 20 mm x 3/8"" PVCFAM3001600200375",each,22.15
PVCFAM3002000250500,"PVC Adaptor with male thread 20 x 25 mm x 1/2"" PVCFAM3002000250500",each,17.46
PVCFAM3002000250750,"PVC Adaptor with male thread 20 x 25 mm x 3/4"" PVCFAM3002000250750",each,17.46
PVCFAM3002000250375,"PVC Adaptor with male thread 20 x 25 mm x 3/8"" PVCFAM3002000250375",each,19.39
PVCFAM3002500321000,"PVC Adaptor with male thread 25 x 32 mm x 1"" PVCFAM3002500321000",each,19.51
PVCFAM3002500320500,"PVC Adaptor with male thread 25 x 32 mm x 1/2"" PVCFAM3002500320500",each,19.09
PVCFAM3002500320750,"PVC Adaptor with male thread 25 x 32 mm x 3/4"" PVCFAM3002500320750",each,18.48
PVCFAM3003200401000,"PVC Adaptor with male thread 32 x 40 mm x 1"" PVCFAM3003200401000",each,23.17
PVCFAM3003200400750,"PVC Adaptor with male thread 32 x 40 mm x 3/4"" PVCFAM3003200400750",each,23.69
PVCFAM3003200401250,"PVC Adaptor with male thread 32 x 40 mm x 1.1/4"" PVCFAM3003200401250",each,32.20
PVCFAM3004000501000,"PVC Adaptor with male thread 40 x 50 mm x 1"" PVCFAM3004000501000",each,32.00
PVCFAM3004000501500,"PVC Adaptor with male thread 40 x 50 mm x 1.1/2"" PVCFAM3004000501500",each,45.13
PVCFAM3004000501250,"PVC Adaptor with male thread 40 x 50 mm x 1.1/4"" PVCFAM3004000501250",each,32.43
PVCFAM3005000631500,"PVC Adaptor with male thread 50 x 63 mm x 1.1/2"" PVCFAM3005000631500",each,48.02
PVCFAM3005000632000,"PVC Adaptor with male thread 50 x 63 mm x 2"" PVCFAM3005000632000",each,53.65
PVCFAM3005000631250,"PVC Adaptor with male thread 50 x 63 mm x 1.1/4"" PVCFAM3005000631250",each,49.63
PVCFAM3006300751500,"PVC Adaptor with male thread 63 x 75 mm x 1.1/2"" PVCFAM3006300751500",each,59.81
PVCFAM3006300752000,"PVC Adaptor with male thread 63 x 75 mm x 2"" PVCFAM3006300752000",each,59.81
PVCFAM3006300752500,"PVC Adaptor with male thread 63 x 75 mm x 2.1/2"" PVCFAM3006300752500",each,101.11
PVCFAM3007500902000,"PVC Adaptor with male thread 75 x 90 mm x 2"" PVCFAM3007500902000",each,165.45
PVCFAM3007500902500,"PVC Adaptor with male thread 75 x 90 mm x 2.1/2"" PVCFAM3007500902500",each,178.18
PVCFAM3007500903000,"PVC Adaptor with male thread 75 x 90 mm x 3"" PVCFAM3007500903000",each,201.07
PVCFAM3009001102500,"PVC Adaptor with male thread 90 x 110 mm x 2.1/2"" PVCFAM3009001102500",each,229.23
PVCFAM3009001103000,"PVC Adaptor with male thread 90 x 110 mm x 3"" PVCFAM3009001103000",each,250.71
PVCFAM3009001104000,"PVC Adaptor with male thread 90 x 110 mm x 4"" PVCFAM3009001104000",each,256.59
PVCFAM3011001253000,"PVC Adaptor with male thread 110 x 125 mm x 3"" PVCFAM3011001253000",each,323.01
PVCFAM3011001254000,"PVC Adaptor with male thread 110 x 125 mm x 4"" PVCFAM3011001254000",each,339.80
PVCFAM3011001255000,"PVC Adaptor with male thread 110 x 125 mm x 5"" PVCFAM3011001255000",each,556.83
PVCFMA300160375,"PVC Socket, plain / female thread 16 mm x 3/8"" PVCFMA300160375",each,24.74
PVCFMA300200500,"PVC Socket, plain / female thread 20 mm x 1/2"" PVCFMA300200500",each,22.91
PVCFMA300250750,"PVC Socket, plain / female thread 25 mm x 3/4"" PVCFMA300250750",each,22.45
PVCFMA300321000,"PVC Socket, plain / female thread 32 mm x 1"" PVCFMA300321000",each,26.20
PVCFMA300401250,"PVC Socket, plain / female thread 40 mm x 1.1/4"" PVCFMA300401250",each,38.19
PVCFMA300501500,"PVC Socket, plain / female thread 50 mm x 1.1/2"" PVCFMA300501500",each,58.54
PVCFMA300632000,"PVC Socket, plain / female thread 63 mm x 2"" PVCFMA300632000",each,78.91
PVCFMA300752500,"PVC Socket, plain / female thread 75 mm x 2.1/2"" PVCFMA300752500",each,225.76
PVCFMA300903000,"PVC Socket, plain / female thread 90 mm x 3"" PVCFMA300903000",each,257.89
PVCFMA301104000,"PVC Socket, plain / female thread 110 mm x 4"" PVCFMA301104000",each,367.30
PVCFGO300160375,"PVC 90° elbow, plain / female thread 16 mm x 3/8"" PVCFGO300160375",each,31.25
PVCFGO300200500,"PVC 90° elbow, plain / female thread 20 mm x 1/2"" PVCFGO300200500",each,24.17
PVCFGO300250750,"PVC 90° elbow, plain / female thread 25 mm x 3/4"" PVCFGO300250750",each,29.26
PVCFGO300321000,"PVC 90° elbow, plain / female thread 32 mm x 1"" PVCFGO300321000",each,34.37
PVCFGO300401250,"PVC 90° elbow, plain / female thread 40 mm x 1.1/4"" PVCFGO300401250",each,63.63
PVCFGO300501500,"PVC 90° elbow, plain / female thread 50 mm x 1.1/2"" PVCFGO300501500",each,87.83
PVCFGO300632000,"PVC 90° elbow, plain / female thread 63 mm x 2"" PVCFGO300632000",each,122.43
PVCFGO300752500,"PVC 90° elbow, plain / female thread 75 mm x 2.1/2"" PVCFGO300752500",each,263.09
PVCFGO300903000,"PVC 90° elbow, plain / female thread 90 mm x 3"" PVCFGO300903000",each,380.32
PVCFGO301104000,"PVC 90° elbow, plain / female thread 110 mm x 4"" PVCFGO301104000",each,575.69
PVCFTI300160375,"PVC 90° tee, plain with female off-take 16 mm x 3/8"" PVCFTI300160375",each,33.87
PVCFTI300200500,"PVC 90° tee, plain with female off-take 20 mm x 1/2"" PVCFTI300200500",each,28.67
PVCFTI300250750,"PVC 90° tee, plain with female off-take 25 mm x 3/4"" PVCFTI300250750",each,31.82
PVCFTI300321000,"PVC 90° tee, plain with female off-take 32 mm x 1"" PVCFTI300321000",each,41.98
PVCFTI300401250,"PVC 90° tee, plain with female off-take 40 mm x 1.1/4"" PVCFTI300401250",each,58.63
PVCFTI300501500,"PVC 90° tee, plain with female off-take 50 mm x 1.1/2"" PVCFTI300501500",each,88.57
PVCFTI300632000,"PVC 90° tee, plain with female off-take 63 mm x 2"" PVCFTI300632000",each,147.17
PVCFTI300752500,"PVC 90° tee, plain with female off-take 75 mm x 2.1/2"" PVCFTI300752500",each,269.61
PVCFTI300903000,"PVC 90° tee, plain with female off-take 90 mm x 3"" PVCFTI300903000",each,403.76
PVCFTI301104000,"PVC 90° tee, plain with female off-take 110 mm x 4"" PVCFTI301104000",each,661.63
PVCFBO300160375,"PVC Union, plain / female thread 16 mm x 3/8"" PVCFBO300160375",each,85.97
PVCFBO300200500,"PVC Union, plain / female thread 20 mm x 1/2"" PVCFBO300200500",each,74.23
PVCFBO300250750,"PVC Union, plain / female thread 25 mm x 3/4"" PVCFBO300250750",each,85.97
PVCFBO300321000,"PVC Union, plain / female thread 32 mm x 1"" PVCFBO300321000",each,112.00
PVCFBO300401250,"PVC Union, plain / female thread 40 mm x 1.1/4"" PVCFBO300401250",each,131.56
PVCFBO300501500,"PVC Union, plain / female thread 50 mm x 1.1/2"" PVCFBO300501500",each,179.43
PVCFBO300632000,"PVC Union, plain / female thread 63 mm x 2"" PVCFBO300632000",each,237.04
PVCFBO300752500,"PVC Union, plain / female thread 75 mm x 2.1/2"" PVCFBO300752500",each,661.63
PVCFBO300903000,"PVC Union, plain / female thread 90 mm x 3"" PVCFBO300903000",each,709.84
PVCFBO301104000,"PVC Union, plain / female thread 110 mm x 4"" PVCFBO301104000",each,857.02
PVCFBM300501500,"PVC Union, male thread one side, plain other 50 mm x 1.1/2"" PVCFBM300501500",each,110.71
PVCFBM300502000,"PVC Union, male thread one side, plain other 50 mm x 2"" PVCFBM300502000",each,110.71
PVCFBM300632000,"PVC Union, male thread one side, plain other 63 mm x 2"" PVCFBM300632000",each,157.58
PVCFRC200200375,"PVC Adaptor reducing bush, plain / thread 20 mm x 3/8"" PVCFRC200200375",each,31.32
PVCFRC200250500,"PVC Adaptor reducing bush, plain / thread 25 mm x 1/2"" PVCFRC200250500",each,34.55
PVCFRC200250375,"PVC Adaptor reducing bush, plain / thread 25 mm x 3/8"" PVCFRC200250375",each,34.54
PVCFRC200320750,"PVC Adaptor reducing bush, plain / thread 32 mm x 3/4"" PVCFRC200320750",each,35.74
PVCFRC200401000,"PVC Adaptor reducing bush, plain / thread 40 mm x 1"" PVCFRC200401000",each,54.23
PVCFRC200501250,"PVC Adaptor reducing bush, plain / thread 50 mm x 1.1/4"" PVCFRC200501250",each,81.15
PVCFRC200631500,"PVC Adaptor reducing bush, plain / thread 63 mm x 1.1/2"" PVCFRC200631500",each,116.49
PVCFRC200752000,"PVC Adaptor reducing bush, plain / thread 75 mm x 2"" PVCFRC200752000",each,147.82
PVCFRC200902500,"PVC Adaptor reducing bush, plain / thread 90 mm x 2.1/2"" PVCFRC200902500",each,231.38
PVCFRC201103000,"PVC Adaptor reducing bush, plain / thread 110 mm x 3"" PVCFRC201103000",each,315.34
PVCFPO200120250,"PVC Hose adaptor, male thread 12 mm x 1/4"" PVCFPO200120250",each,29.95
PVCFPO200160375,"PVC Hose adaptor, male thread 16 mm x 3/8"" PVCFPO200160375",each,24.93
PVCFPO200200500,"PVC Hose adaptor, male thread 20 mm x 1/2"" PVCFPO200200500",each,33.24
PVCFPO200250750,"PVC Hose adaptor, male thread 25 mm x 3/4"" PVCFPO200250750",each,37.40
PVCFPO200321000,"PVC Hose adaptor, male thread 32 mm x 1"" PVCFPO200321000",each,42.95
PVCFPO200401250,"PVC Hose adaptor, male thread 40 mm x 1.1/4"" PVCFPO200401250",each,62.34
PVCFPO200501500,"PVC Hose adaptor, male thread 50 mm x 1.1/2"" PVCFPO200501500",each,78.94
PVCFPO200632000,"PVC Hose adaptor, male thread 63 mm x 2"" PVCFPO200632000",each,121.89
PVCFMIL00200500,"PVC Conversion socket, metric / imperial 20 mm x 1/2"" PVCFMIL00200500",each,52.10
PVCFMIL00250750,"PVC Conversion socket, metric / imperial 25 mm x 3/4"" PVCFMIL00250750",each,58.63
PVCFMIL00321000,"PVC Conversion socket, metric / imperial 32 mm x 1"" PVCFMIL00321000",each,67.74
PVCFMIL00401250,"PVC Conversion socket, metric / imperial 40 mm x 1.1/4"" PVCFMIL00401250",each,88.56
PVCFMIL00501500,"PVC Conversion socket, metric / imperial 50 mm x 1.1/2"" PVCFMIL00501500",each,115.92
PVCFMIL00632000,"PVC Conversion socket, metric / imperial 63 mm x 2"" PVCFMIL00632000",each,197.97
PVCFMIL00903000,"PVC Conversion socket, metric / imperial 90 mm x 3"" PVCFMIL00903000",each,402.47
PVCFMIL01104000,"PVC Conversion socket, metric / imperial 110 mm x 4"" PVCFMIL01104000",each,703.33
GASKQR10020,PVC Gasket for QR1 serrated stub 20 mm GASKQR10020,each,31.12
GASKQR10025,PVC Gasket for QR1 serrated stub 25 mm GASKQR10025,each,32.68
GASKQR10032,PVC Gasket for QR1 serrated stub 32 mm GASKQR10032,each,34.69
GASKQR10040,PVC Gasket for QR1 serrated stub 40 mm GASKQR10040,each,36.80
GASKQR10050,PVC Gasket for QR1 serrated stub 50 mm GASKQR10050,each,41.39
GASKQR10063,PVC Gasket for QR1 serrated stub 63 mm GASKQR10063,each,44.91
GASKQR10075,PVC Gasket for QR1 serrated stub 75 mm GASKQR10075,each,52.82
GASKQR10090,PVC Gasket for QR1 serrated stub 90 mm GASKQR10090,each,61.59
GASKQR10110,PVC Gasket for QR1 serrated stub 110 mm GASKQR10110,each,81.03
GASKQR10125,PVC Gasket for QR1 serrated stub 125 mm GASKQR10125,each,81.03
GASKQR10140,PVC Gasket for QR1 serrated stub 140 mm GASKQR10140,each,115.61
GASKQR10160,PVC Gasket for QR1 serrated stub 160 mm GASKQR10160,each,128.06
GASKQR10200,PVC Gasket for QR1 serrated stub 200 mm GASKQR10200,each,200.79
GASKQR10250,PVC Gasket for QR1 serrated stub 250 mm GASKQR10250,each,251.05
GASKQR10315,PVC Gasket for QR1 serrated stub 315 mm GASKQR10315,each,329.86
GASKFF10020,PVC Gasket for FF1 full face stub 20 mm GASKFF10020,each,41.39
GASKFF10025,PVC Gasket for FF1 full face stub 25 mm GASKFF10025,each,44.91
GASKFF10032,PVC Gasket for FF1 full face stub 32 mm GASKFF10032,each,46.99
GASKFF10040,PVC Gasket for FF1 full face stub 40 mm GASKFF10040,each,58.06
GASKFF10050,PVC Gasket for FF1 full face stub 50 mm GASKFF10050,each,63.19
GASKFF10063,PVC Gasket for FF1 full face stub 63 mm GASKFF10063,each,78.08
GASKFF10075,PVC Gasket for FF1 full face stub 75 mm GASKFF10075,each,81.03
GASKFF10090,PVC Gasket for FF1 full face stub 90 mm GASKFF10090,each,115.61
GASKFF10110,PVC Gasket for FF1 full face stub 110 mm GASKFF10110,each,131.12
